name,species_id,temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
Tibetan Kyi Apso,2,"protective, independent, loyal, alert, intelligent",Tibet,CN,"Large, powerful Tibetan guardian dog with dense, shaggy double coat, developed for guarding livestock in harsh mountain climates. Known as the 'Bearded Lion Dog', this rugged working breed combines protective instincts with independent temperament.",Guardian,Ancient Tibetan guardian breed developed by nomadic herders to protect livestock and property in harsh Himalayan mountain conditions. Known as the 'Bearded Lion Dog' and considered holy bearers of good luck. Related to but distinct from the Tibetan Mastiff.,"{'id': 'ph6Fr3SvzE', 'url': 'https://cdn4.thedogapi.com/optimized/ph6Fr3SvzE.jpg', 'width': 1408, 'height': 768}",30.0,54.0,42.0,56.0,76.0,66.0,12.0,15.0,13.5
Tibetan Mastiff,2,"independent, protective, intelligent, loyal, calm",Tibet,CN,"An ancient and imposing guardian breed with massive size, noble bearing, and dense double coat. Known for its independent nature, impressive presence, and deep, powerful bark.",Working,"Ancient guardian breed developed in the isolated Himalayas, used by Tibetan nomads and monasteries to protect livestock, villages, and property. Considered a progenitor of many modern mastiff breeds.","{'id': 'SkM9sec47', 'url': 'https://cdn2.thedogapi.com/images/SkM9sec47_1280.jpg', 'width': 1600, 'height': 1375}",34.0,73.0,53.5,61.0,74.0,67.5,10.0,12.0,11.0
Tibetan Spaniel,2,"intelligent, alert, independent, playful, confident, affectionate",Tibet,CN,"Small, compact companion breed with a silky double coat and lion-like mane around the face, known as a 'little lion'. Originally bred by Buddhist monks as monastery watchdogs and companions, featuring an alert expression and confident demeanor.",Non-Sporting,"Ancient breed prized in Tibetan monasteries for over 2,000 years, developed by Buddhist monks to serve as companions and watchdogs on monastery walls. Often given as treasured gifts to royalty and dignitaries.","{'id': 'Uz9mTebSzn', 'url': 'https://cdn4.thedogapi.com/optimized/Uz9mTebSzn.jpg', 'width': 1264, 'height': 848}",4.0,7.0,5.5,24.0,28.0,26.0,12.0,15.0,13.5
Tibetan Terrier,2,"affectionate, intelligent, loyal, alert, playful",Tibet,CN,"Medium-sized, squarely built dog with profuse double coat and snowshoe-like feet, known as the 'Holy Dog of Tibet.' Originally bred as companions, watchdogs, and herders in Tibetan monasteries with expressive eyes and protective long coat.",Non-Sporting,"Ancient breed developed over 2,000 years ago by Buddhist monasteries in Tibet as cherished companions, watchdogs, and herders. Known as 'Holy Dogs' and 'luck bringers,' they were never sold but only given as gifts. Introduced to the Western world in the 1920s.","{'id': '8zOFznijs', 'url': 'https://cdn2.thedogapi.com/images/8zOFznijs.jpg', 'width': 1080, 'height': 1350}",8.0,14.0,11.0,36.0,43.0,39.5,12.0,16.0,14.0
Tonya Finosu,2,"alert, intelligent, energetic, loyal, friendly, courageous","Tonya, Trabzon, Turkey",TR,"A small, spitz-type landrace dog from the Black Sea region of Turkey with a dense double coat, pricked ears, and curled tail. Known for alert watchdog capabilities, hardiness, and intelligent, friendly temperament.",Non-Sporting,"Native landrace from the Tonya district in Trabzon province, Turkey. Used for centuries as a multi-purpose farm dog, primarily for watchdog duties and hunting small vermin. Hardy breed adapted to the Black Sea region climate, recognized by regional Turkish organizations but not major international kennel clubs.","{'id': 'v4Wxys7BBw', 'url': 'https://cdn4.thedogapi.com/optimized/v4Wxys7BBw.jpg', 'width': 1024, 'height': 1024}",6.0,11.0,8.5,26.0,32.0,29.0,12.0,15.0,13.5
Tornjak,2,"calm, protective, loyal, intelligent, confident, alert","Bosnia and Herzegovina, Croatia",BA,"Large, powerful, and well-proportioned livestock guardian dog with a profuse, dense double coat and weather-resistant qualities. Known for its calm demeanor, strong protective instincts, and confident, sturdy build suited for mountainous terrain.",Working,Ancient livestock guardian breed descended from dogs of nomadic peoples in the mountainous regions of Bosnia and Herzegovina and Croatia. Traditionally used to protect sheep and cattle from wolves and bears. Nearly extinct by the 1970s when systematic revival program began. Recognized by FCI in 2007.,"{'id': 'XUBm5RA95T', 'url': 'https://cdn4.thedogapi.com/optimized/XUBm5RA95T.jpg', 'width': 1216, 'height': 880}",28.0,50.0,39.0,58.4,71.0,64.7,12.0,14.0,13.0
Tosa,2,"calm, courageous, loyal, protective, confident","Tosa Province, Japan",JP,"Large, powerful mastiff-type breed originally developed for dog fighting, characterized by a calm, dignified demeanor and imposing physical presence. Known for its stately manner, patience, and courage with a naturally quiet temperament.",Working,"Developed in mid-to-late 19th century Japan by crossing native Shikoku dogs with Western breeds including Mastiffs, Bulldogs, Bull Terriers, and Great Danes to create a formidable fighting dog with increased size and power.","{'id': 'HM6Q4EFzx5', 'url': 'https://cdn4.thedogapi.com/optimized/HM6Q4EFzx5.jpg', 'width': 1152, 'height': 928}",36.0,91.0,63.5,55.0,66.0,60.5,10.0,12.0,11.0
Tosa Ken,2,"calm, courageous, loyal, protective, confident","Tosa Province, Shikoku Island, Japan",JP,"Large, powerful Japanese mastiff-type breed developed for dog fighting, known for its imposing presence, calm and dignified temperament, and loyalty to family",Working,"Developed in Japan during the latter half of the 19th century by crossing native Shikoku dogs with Western breeds including Mastiffs, Great Danes, Bulldogs, and German Pointers to create a larger, more powerful fighting dog. Later bred for calmness and self-control.","{'id': '6e6yvJCt1V', 'url': 'https://cdn4.thedogapi.com/optimized/6e6yvJCt1V.jpg', 'width': 1344, 'height': 784}",41.0,91.0,66.0,55.0,69.0,62.0,10.0,12.0,11.0
Toy Fox Terrier,2,"alert, intelligent, energetic, friendly, playful, loyal, outgoing",United States,US,"Small, athletic, elegant terrier with short, fine coat and alert, lively demeanor, combining toy breed size with true terrier temperament and the spirit of a larger dog",Toy,"Developed in the early 20th century in the United States by crossing small Smooth Fox Terriers with toy breeds including Chihuahuas, Manchester Terriers, and Italian Greyhounds to create a smaller, versatile companion and ratter. Recognized by the AKC in 2003.","{'id': 'B17ase9V7', 'url': 'https://cdn2.thedogapi.com/images/B17ase9V7_1280.jpg', 'width': 1200, 'height': 1024}",1.6,3.2,2.4000000000000004,22.0,29.0,25.5,,,
Toy Manchester Terrier,2,"alert, intelligent, spirited, devoted, playful","Manchester, England",GB,"Compact, elegant small terrier with distinctive jet-black coat and rich mahogany tan markings, possessing a spirited and alert terrier nature in a sleek frame",Toy,"Developed in 19th-century Manchester, England by crossing Black and Tan Terrier with Whippet to create expert ratter. The Toy variety was selectively bred down from Standard Manchester Terrier for companionship while retaining ratting ability","{'id': 'jkfzUsDDum', 'url': 'https://cdn4.thedogapi.com/optimized/jkfzUsDDum.jpg', 'width': 1328, 'height': 800}",3.0,5.0,4.0,25.0,30.0,27.5,,,
Transylvanian Hound,2,"courageous, intelligent, loyal, energetic, independent, calm, adaptable","Transylvania, Hungary",HU,"An ancient Hungarian scent hound of medium-to-large size, known for its athletic build, endurance, and distinctive short black-and-tan coat. This courageous and determined hunter was specifically adapted for mountainous terrain and varied landscapes.",Hound,"Ancient Hungarian breed developed in the Carpathian Mountains region of Transylvania for hunting wild boar and other game in mountainous terrain. Prized by nobility for hunting prowess, the breed faced near extinction after World War II but was preserved by dedicated breeders and officially recognized by FCI.","{'id': 'QL0j7eYgTB', 'url': 'https://cdn4.thedogapi.com/optimized/QL0j7eYgTB.jpg', 'width': 1168, 'height': 912}",25.0,35.0,30.0,51.0,66.0,58.5,10.0,14.0,12.0
Treeing Cur,2,"intelligent, energetic, courageous, loyal, protective",Southern United States,US,"Medium-sized, athletic, and versatile hunting dog developed in the rural United States, bred specifically for treeing game and working in rural environments. Known for its intelligence, courage, and strong working ability.",Scenthound,"Developed in the rural Southern United States by pioneers needing an all-purpose dog for hunting, treeing game, and guarding the homestead. Bred from various cur-type and hound crosses, with breeders prioritizing working ability over physical appearance.","{'id': 'O9i7bKubt6', 'url': 'https://cdn4.thedogapi.com/optimized/O9i7bKubt6.jpg', 'width': 1264, 'height': 848}",14.0,27.0,20.5,41.0,61.0,51.0,10.0,16.0,13.0
Treeing Feist,2,"energetic, alert, intelligent, eager to please, work-focused",Southern United States,US,"Small to medium-sized, athletic hunting dog developed in the Southern United States, known for its tenacity in treeing small game like squirrels and raccoons with high energy and strong prey drive",Foundation Stock Service,"Developed in the rural Southern United States by crossing terriers and hounds brought by early settlers, bred to be a low-maintenance versatile hunting dog excelling at tracking and treeing small game","{'id': '5piuRzRMc3', 'url': 'https://cdn4.thedogapi.com/optimized/5piuRzRMc3.jpg', 'width': 1120, 'height': 960}",7.0,14.0,10.5,30.0,46.0,38.0,10.0,18.0,14.0
Treeing Tennessee Brindle,2,"intelligent, alert, courageous, energetic, friendly","United States (Tennessee, Appalachian Mountains)",US,"Medium-sized, athletic scent hound known for its distinctive brindle coat pattern, intelligence, and persistent treeing ability. Fast and agile with a loud, distinctive bark, this breed excels at tracking and treeing small game.",Hound,Developed in the mid-20th century (early 1960s) primarily by Rev. Earl Phillips in the Appalachian and Ozark Mountains from brindle-patterned cur dogs and various hounds to create a pure-breeding scent hound with strong treeing instincts for hunting small game,"{'id': 'lwO7QaCaCU', 'url': 'https://cdn4.thedogapi.com/optimized/lwO7QaCaCU.jpg', 'width': 1200, 'height': 896}",14.0,23.0,18.5,41.0,61.0,51.0,10.0,12.0,11.0
Treeing Walker Coonhound,2,"intelligent, confident, friendly, energetic, courageous, alert",United States,US,"Medium to large athletic scent hound with distinctive tricolor coat, bred for tracking and treeing raccoons and other game in rugged terrain. Known for swift endurance, intelligence, and distinctive baying voice.",Hound,"Developed from English Foxhounds brought to colonial America in 1742, specifically refined by Tennessee breeder Thomas Walker and the Walker family in the 1800s for speed, endurance, and ability to track and tree raccoons in American terrain.","{'id': 'SkRpsgc47', 'url': 'https://cdn2.thedogapi.com/images/SkRpsgc47_1280.jpg', 'width': 1920, 'height': 1080}",23.0,32.0,27.5,51.0,69.0,60.0,12.0,13.0,12.5
Trigg Hound,2,"energetic, independent, alert, intelligent, loyal, work-focused","Kentucky, United States",US,"Athletic, medium-sized American foxhound strain developed for exceptional speed, stamina, and endurance in fox hunting. Known for its lean build, distinctive running style, and loud, carrying voice with keen scenting ability.",Hound,"Developed in the 1860s by Colonel Haiden C. Trigg in Kentucky. Created by crossing English Foxhounds imported from Ireland with established American lines, notably Birdsong and Walker hounds, to produce a faster, more driven foxhound with enhanced speed, endurance, and trailing ability.","{'id': '5734UrsRMD', 'url': 'https://cdn4.thedogapi.com/optimized/5734UrsRMD.jpg', 'width': 1120, 'height': 960}",18.0,34.0,26.0,53.0,64.0,58.5,10.0,13.0,11.5
Tyrolean Hound,2,"intelligent, independent, energetic, alert, work-focused, devoted",Austria (Tyrol region),AT,"Medium-sized, athletic scent hound with a strong, sinewy build and dense double coat, developed for endurance and tracking ability in mountainous terrain",Hound,"Descended from Celtic Hounds, systematically bred in the Tyrol region starting around 1860 for hunting hare, fox, and larger game in mountainous terrain. Emperor Maximilian I used these hounds as early as the 1500s. Officially recognized in 1896 by the FCI","{'id': '0opUUNTxrA', 'url': 'https://cdn4.thedogapi.com/optimized/0opUUNTxrA.jpg', 'width': 1200, 'height': 896}",15.0,22.0,18.5,42.0,50.0,46.0,12.0,14.0,13.0
Valencian Terrier,2,"intelligent, energetic, alert, loyal, affectionate","Valencia, Spain",ES,"A small to medium-sized, agile terrier from the Valencian Community in Spain with a lean, well-proportioned body, smooth coat, and alert, intelligent expression. Known for its history as a proficient hunter of rats and other vermin.",Terrier,"Also known as Gos Rater Valencià or Ratonero Valenciano, developed in the Valencian region of Spain for vermin control on farms and stables. Recognized by Real Sociedad Canina de España and provisionally recognized by FCI in 2022 in Group 3.","{'id': 'rQJos2X8Nb', 'url': 'https://cdn4.thedogapi.com/optimized/rQJos2X8Nb.jpg', 'width': 992, 'height': 1072}",6.0,8.0,7.0,29.0,40.0,34.5,12.0,15.0,13.5
Valley Bulldog,2,"friendly, loyal, playful, courageous, intelligent, affectionate","Annapolis Valley, Nova Scotia",CA,"Medium-sized, muscular crossbreed with a broad head and compact body, combining the stockiness of the English Bulldog with the athleticism of the Boxer. Features a brachycephalic (short-nosed) face and is known for its loyal, courageous temperament.",Mixed,"Developed in the Annapolis Valley of Nova Scotia, Canada, in the mid-20th century by crossing Boxers and English Bulldogs to create a healthier, more athletic companion with the Bulldog's temperament but fewer breathing and health issues","{'id': '9S6pBR0S9b', 'url': 'https://cdn4.thedogapi.com/optimized/9S6pBR0S9b.jpg', 'width': 1408, 'height': 768}",18.0,36.0,27.0,41.0,53.0,47.0,10.0,14.0,12.0
