id,name,species_id,life_span,temperament,origin,country_code,description,breed_group,history,reference_image_id,weight,height,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
605,Serrano Bulldog,2,10-12,"loyal, protective, confident, courageous, calm, alert","Brazil (Serra Gaúcha region, Southern Brazil)",BR,"Medium-sized, powerful, and muscular molosser-type bulldog breed developed in southern Brazil for guarding, property protection, and cattle work",Working,"Developed in the highlands of Southern Brazil (Serra Gaúcha region) from dogs brought by European immigrants, primarily the old Bullenbeisser, crossed with local working dogs. The breed was adapted for working with cattle (catching and holding), guarding property, and family protection in the local rustic environment. Recognized by the Confederação Brasileira de Cinofilia (CBKC).",70lgNuWy8z,"{'imperial': 'Male: 66-88; Female: 55-77', 'metric': 'Male: 30-40; Female: 25-35'}","{'imperial': 'Male: 19.7-22.1; Female: 18.9-21.3', 'metric': 'Male: 50-56; Female: 46-54'}","{'id': '70lgNuWy8z', 'url': 'https://cdn4.thedogapi.com/optimized/70lgNuWy8z.jpg', 'width': 896, 'height': 1200}",25.0,40.0,32.5,46.0,56.0,51.0,10.0,12.0,11.0
652,Sheepadoodle,2,10-15,"intelligent, playful, gentle, energetic, friendly, loyal",United States,US,"Large crossbreed combining the Old English Sheepdog's gentle herding nature with the Poodle's intelligence and low-shedding coat. Known for a shaggy coat and family-friendly disposition, with characteristics varying depending on genetic inheritance from parent breeds",Mixed,"Designer crossbreed developed in the United States in the 1980s, gaining popularity in the late 20th century. Created by crossing Old English Sheepdog with Standard Poodle for a large, family-oriented dog with low-shedding coat qualities",AXFsmfa5hg,"{'imperial': 'Male: 65-85; Female: 45-65', 'metric': 'Male: 29-39; Female: 20-29'}","{'imperial': 'Male: 22-27; Female: 21-25', 'metric': 'Male: 56-69; Female: 53-64'}","{'id': 'AXFsmfa5hg', 'url': 'https://cdn4.thedogapi.com/optimized/AXFsmfa5hg.jpg', 'width': 1408, 'height': 768}",20.0,39.0,29.5,53.0,69.0,61.0,10.0,15.0,12.5
221,Shetland Sheepdog,2,12-14,"intelligent, loyal, alert, playful, gentle, eager to please","Shetland Islands, Scotland",GB,"Small, agile herding dog from the Shetland Islands, resembling a miniature Rough Collie with a dense double coat, intelligent expression, and alert demeanor. A distinct breed known for its bright, playful nature and collie-like appearance.",Herding,"Developed in the rugged Shetland Islands of Scotland as a small, hardy herding dog for sheep and ponies in harsh conditions. Created by crossing native dogs with Border Collies, Scotch Collies and possibly Spitz breeds. Recognized by AKC in 1911.",sed3BFUfdo,"{'imperial': '15-25', 'metric': '7-11'}","{'imperial': '13-16', 'metric': '33-41'}","{'id': 'sed3BFUfdo', 'url': 'https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg', 'width': 1200, 'height': 896}",7.0,11.0,9.0,33.0,41.0,37.0,12.0,14.0,13.0
222,Shiba Inu,2,,"alert, confident, intelligent, independent, loyal, courageous",Japan,JP,"An ancient Japanese spitz breed with a small, compact, well-muscled frame and distinctive fox-like appearance. Known for its spirited personality, confident bearing, and agile movement.",Non-Sporting,"One of Japan's six oldest native breeds, originally developed for hunting small game in mountainous terrain. Nearly extinct after WWII but saved through dedicated breeding programs. First brought to the United States in 1954.",YOZ3-uVvB,"{'imperial': 'Male: 18-24; Female: 15-20', 'metric': 'Male: 8-11; Female: 7-9'}","{'imperial': 'Male: 14.5-16.5; Female: 13.5-15.5', 'metric': 'Male: 37-42; Female: 34-39'}","{'id': 'YOZ3-uVvB', 'url': 'https://cdn2.thedogapi.com/images/YOZ3-uVvB.jpg', 'width': 1080, 'height': 1350}",7.0,11.0,9.0,34.0,42.0,38.0,,,
224,Shih Poo,2,10-17,"affectionate, friendly, playful, intelligent, outgoing",United States,US,"Small designer crossbreed between Shih Tzu and Poodle with soft, wavy or curly coat and hypoallergenic potential. Known for friendly temperament and playful nature, though appearance and temperament can vary as a mixed breed.",Mixed,Modern designer crossbreed developed in the late 20th/early 21st century in the United States by crossing Shih Tzu with Toy or Miniature Poodle. Primary goal was to create a small companion dog combining Shih Tzu affectionate nature with Poodle intelligence and low-shedding coat. Not recognized as standardized breed by major kennel clubs.,MaMX41o2vV,"{'imperial': '8-18', 'metric': '3.5-8'}","{'imperial': '8-15', 'metric': '20-38'}","{'id': 'MaMX41o2vV', 'url': 'https://cdn4.thedogapi.com/optimized/MaMX41o2vV.jpg', 'width': 1408, 'height': 768}",3.5,8.0,5.75,20.0,38.0,29.0,10.0,17.0,13.5
223,Shih Tzu,2,10-18,"affectionate, playful, outgoing, loyal",Tibet/China,CN,"Small, sturdy toy breed with a distinctive short snout, large dark eyes, and luxurious long flowing double coat. Known for their charming, affectionate companion temperament",Toy,"Ancient breed developed in Tibetan monasteries and refined by imperial breeders in Chinese palace courts. Believed to descend from Tibetan breeds, possibly crosses between Lhasa Apso and Pekingese, prized as house pets for centuries",FpTUahuFwc,"{'imperial': '9-16', 'metric': '4-7'}","{'imperial': '9-10.5', 'metric': '23-27'}","{'id': 'FpTUahuFwc', 'url': 'https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg', 'width': 1152, 'height': 928}",4.0,7.0,5.5,23.0,27.0,25.0,10.0,18.0,14.0
272,Shikoku,2,10-15,"alert, loyal, energetic, intelligent, courageous, independent","Shikoku Island, Japan",JP,"A medium-sized, primitive spitz-type hunting dog from Japan with a wolf-like appearance, compact build, and dense double coat. Known for its keen senses, endurance, and spirited yet cautious nature.",Spitz and Primitive Types,"Ancient Japanese breed developed for hunting wild boar and deer in mountainous regions of Kochi Prefecture on Shikoku Island. Declared Japanese Natural Monument in 1937 for preservation, maintained in relative isolation.",7nEFc5yLdc,"{'imperial': 'Male: 35-55; Female: 35-44', 'metric': 'Male: 16-25; Female: 16-20'}","{'imperial': 'Male: 18.5-21.5; Female: 17.5-20.5', 'metric': 'Male: 47-55; Female: 44-52'}","{'id': '7nEFc5yLdc', 'url': 'https://cdn4.thedogapi.com/optimized/7nEFc5yLdc.jpg', 'width': 1184, 'height': 896}",16.0,25.0,20.5,44.0,55.0,49.5,10.0,15.0,12.5
225,Shiloh Shepherd,2,9-14,"calm, gentle, intelligent, loyal, confident, affectionate","New York, United States",US,"Large, well-balanced shepherd breed developed from German Shepherds with a plush double coat, bred specifically for a calmer, gentler temperament and improved health compared to traditional German Shepherds",Herding,"Developed in the 1970s in New York by Tina Barber, who crossed larger old-style German Shepherds with Alaskan Malamutes and other breeds to create a larger, calmer shepherd with focus on sound hips, stable temperament, reduced hip dysplasia, and family companionship",ls767UKreG,"{'imperial': 'Male: 100-130; Female: 80-100', 'metric': 'Male: 45-59; Female: 36-45'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'ls767UKreG', 'url': 'https://cdn4.thedogapi.com/optimized/ls767UKreG.jpg', 'width': 1136, 'height': 944}",36.0,59.0,47.5,66.0,76.0,71.0,9.0,14.0,11.5
659,Shorkie,2,11-16,"affectionate, playful, intelligent, alert, loyal, confident",United States,US,"Small designer crossbreed combining Shih Tzu and Yorkshire Terrier traits, known for its big personality, silky coat, and spirited yet affectionate nature in a compact companion dog",Mixed,"Modern designer crossbreed developed in the United States during the 21st century by crossing Shih Tzu and Yorkshire Terrier to create a small companion dog with low-shedding coat and lively, affectionate temperament. Not recognized by major kennel clubs.",HiV2OGY5KH,"{'imperial': '7-15', 'metric': '3-7'}","{'imperial': '7-11', 'metric': '18-28'}","{'id': 'HiV2OGY5KH', 'url': 'https://cdn4.thedogapi.com/optimized/HiV2OGY5KH.jpg', 'width': 1408, 'height': 768}",3.0,7.0,5.0,18.0,28.0,23.0,11.0,16.0,13.5
226,Siberian Husky,2,12-14,"friendly, outgoing, intelligent, alert, gentle, independent, energetic","Siberia, Russia",RU,"Medium-sized, athletic working sled dog with thick double coat, striking wolf-like appearance, and erect triangular ears, bred for endurance sledding in harsh arctic conditions",Working,"Developed by the Chukchi people of Siberia as an endurance sled dog for transportation in harsh arctic conditions. Brought to Alaska in 1908 for sled dog racing, gained fame during the 1925 serum run to Nome, and recognized by AKC in 1930.",S17ZilqNm,"{'imperial': 'Male: 45-60; Female: 35-50', 'metric': 'Male: 20-27; Female: 16-23'}","{'imperial': 'Male: 21-23.5; Female: 20-22', 'metric': 'Male: 53-60; Female: 51-56'}","{'id': 'S17ZilqNm', 'url': 'https://cdn2.thedogapi.com/images/S17ZilqNm_1280.jpg', 'width': 1920, 'height': 1280}",16.0,27.0,21.5,51.0,60.0,55.5,12.0,14.0,13.0
227,Silken Windhound,2,12-18,"friendly, gentle, affectionate, intelligent, playful, calm",United States,US,"Medium-sized graceful sighthound with a silky, moderately long coat and elegant athletic build, combining the speed of a sighthound with a trainable, affectionate temperament and gentle nature",Hound,"Developed in the 1980s by Francie Stull crossing Borzoi, Whippets, and small amount of Shetland Sheepdog to create a medium-sized sighthound with longer coat and biddable temperament",VywKKonr8P,"{'imperial': 'Male: 33-55; Female: 20-45', 'metric': 'Male: 15-25; Female: 9-20'}","{'imperial': '18-23.5', 'metric': '46-60'}","{'id': 'VywKKonr8P', 'url': 'https://cdn4.thedogapi.com/optimized/VywKKonr8P.jpg', 'width': 1152, 'height': 928}",9.0,25.0,17.0,46.0,60.0,53.0,12.0,18.0,15.0
606,Sinhala Hound,2,12-15,"alert, independent, loyal, intelligent, energetic",Sri Lanka,LK,"An ancient landrace sighthound from Sri Lanka with a lean, athletic build and short coat. This medium-sized primitive dog is known for its keen hunting instincts, alert expression, and reserved yet loyal nature.",Sighthound & Pariah,"Ancient pariah-type landrace native to Sri Lanka, traditionally used by indigenous Vedda people for hunting small game, tracking, and village guarding. Efforts are underway by the Kennel Association of Sri Lanka to standardize and preserve this primitive breed with strong survival instincts.",ttwT2KqpTi,"{'imperial': 'Male: 33-45; Female: 28-40', 'metric': 'Male: 15-20; Female: 13-18'}","{'imperial': 'Male: 18-22; Female: 17-21', 'metric': 'Male: 46-56; Female: 43-53'}","{'id': 'ttwT2KqpTi', 'url': 'https://cdn4.thedogapi.com/optimized/ttwT2KqpTi.jpg', 'width': 1248, 'height': 864}",13.0,20.0,16.5,43.0,56.0,49.5,12.0,15.0,13.5
229,Skye Terrier,2,12-14,"loyal, courageous, intelligent, calm, confident","Isle of Skye, Scotland",GB,"Long, low-built terrier with flowing double coat that parts down the middle and distinctive feathered ears. Despite its elegant, stylish appearance, this is a hardy and courageous working dog with a dignified demeanor, originally bred for hunting vermin on the Isle of Skye.",Terrier,"Developed on the Isle of Skye in Scotland for hunting fox, otter, and vermin in rocky terrain. Gained popularity in the 19th century when Queen Victoria became a fancier. Made famous by Greyfriars Bobby in Edinburgh. Recognized by AKC in 1887.",EAOmB1oGAh,"{'imperial': 'Male: 35-45; Female: 25-40', 'metric': 'Male: 16-20; Female: 11-18'}","{'imperial': 'Male: 9.5-10.5; Female: 9-10', 'metric': 'Male: 24-27; Female: 23-25.5'}","{'id': 'EAOmB1oGAh', 'url': 'https://cdn4.thedogapi.com/optimized/EAOmB1oGAh.jpg', 'width': 1200, 'height': 880}",11.0,20.0,15.5,23.0,27.0,25.0,12.0,14.0,13.0
230,Sloughi,2,12-15,"independent, gentle, loyal, intelligent, reserved",North Africa,MA,"Ancient, elegant North African sighthound with lean athletic build and smooth short coat, bred by Berber and Bedouin tribes for hunting in desert terrain. Known for its noble, graceful appearance and reserved temperament.",Hound,"Ancient sighthound breed developed by Berber and Bedouin tribes in North Africa for hunting desert game such as gazelle, hare, fox, and jackal over vast distances. Highly prized for speed, endurance, and graceful gait in harsh desert conditions. Recognized by FCI and AKC.",Hty4RiVLuY,"{'imperial': 'Male: 50-70; Female: 35-50', 'metric': 'Male: 23-32; Female: 16-23'}","{'imperial': 'Male: 26-29; Female: 24-27', 'metric': 'Male: 66-74; Female: 61-69'}","{'id': 'Hty4RiVLuY', 'url': 'https://cdn4.thedogapi.com/optimized/Hty4RiVLuY.jpg', 'width': 928, 'height': 1152}",16.0,32.0,24.0,61.0,74.0,67.5,12.0,15.0,13.5
608,Slovak Cuvac,2,11-13,"alert, courageous, loyal, protective, independent, confident",Slovakia,SK,"Large, robust white livestock guardian dog of the mountain type with thick double coat, known for its imposing stature and courageous, protective nature developed for livestock protection in Slovakia",Working,"Ancient breed developed in Slovak mountainous regions for guarding livestock for centuries. After World War II, the breed was nearly extinct until Dr. Antonin Hruza established a breeding program to restore numbers. Officially standardized in 20th century and recognized by FCI in 1964.",ScJbN2cIKo,"{'imperial': 'Male: 77-99; Female: 66-88', 'metric': 'Male: 35-45; Female: 30-40'}","{'imperial': 'Male: 24.5-28; Female: 23-26.5', 'metric': 'Male: 62-70; Female: 59-66'}","{'id': 'ScJbN2cIKo', 'url': 'https://cdn4.thedogapi.com/optimized/ScJbN2cIKo.jpg', 'width': 1200, 'height': 896}",30.0,45.0,37.5,59.0,70.0,64.5,11.0,13.0,12.0
607,Slovak Rough-haired Pointer,2,12-15,"intelligent, loyal, energetic, work-focused, adaptable",Slovakia,SK,"A versatile and noble-looking medium-to-large gundog with harsh, wiry gray coat and muscular, athletic build. Distinguished by its endurance in the field and developed for pointing, tracking, and retrieving on land and in water.",Sporting,"Developed in Slovakia after World War II in the 1950s by crossing German Wirehaired Pointers, Weimaraners, and Cesky Fousek with local hunting dogs. The goal was to create a versatile, durable gundog capable of pointing, tracking, and retrieving on land and in water. Officially recognized by the FCI in 1983.",fn2j6dPENK,"{'imperial': 'Male: 55-77; Female: 48-66', 'metric': 'Male: 25-35; Female: 22-30'}","{'imperial': 'Male: 24-27; Female: 22-26', 'metric': 'Male: 62-68; Female: 57-65'}","{'id': 'fn2j6dPENK', 'url': 'https://cdn4.thedogapi.com/optimized/fn2j6dPENK.jpg', 'width': 896, 'height': 1200}",22.0,35.0,28.5,57.0,68.0,62.5,12.0,15.0,13.5
609,Slovenský kopov,2,12-14,"courageous, energetic, intelligent, loyal, alert, work-focused",Slovakia,SK,"Medium-sized black and tan scent hound of Slovakian origin, known for exceptional endurance and tenacious courage. Bred specifically for tracking and hunting wild boar in mountainous and rugged terrain, this persistent scenthound combines intelligence with a distinctive work-focused temperament.",Hound,Ancient national breed developed in Slovakia during the 1950s by crossing local hunting dogs with other European scent hounds. Specifically bred as a versatile scenthound for tracking and hunting wild boar and deer in mountainous terrain. The breed standard was first established in 1963.,w1x9MMmJmL,"{'imperial': '33-44', 'metric': '15-20'}","{'imperial': 'Male: 17.7-19.7; Female: 15.7-18.9', 'metric': 'Male: 45-50; Female: 40-48'}","{'id': 'w1x9MMmJmL', 'url': 'https://cdn4.thedogapi.com/optimized/w1x9MMmJmL.jpg', 'width': 1184, 'height': 896}",15.0,20.0,17.5,40.0,50.0,45.0,12.0,14.0,13.0
610,Smaland Hound,2,12-15,"calm, intelligent, loyal, alert, energetic","Småland, Sweden",SE,"Medium-sized Swedish scenthound and the oldest native Swedish scent hound, featuring a compact, sturdy build with a tricolor coat and often naturally bobbed tail. Known for keen hunting ability and alert, energetic temperament.",Hound,"Sweden's oldest native scent hound with origins dating back to the 16th century, developed in Småland province for hunting hare and fox. Modern breed established in early 20th century from local scenthounds and imported European hounds, bred for natural bobtail trait and versatility in dense southern Swedish forests.",RFKlSlB9G5,"{'imperial': '30-45', 'metric': '13.6-20.4'}","{'imperial': 'Male: 18-21; Female: 17-20', 'metric': 'Male: 45.7-53.5; Female: 43.2-50.8'}","{'id': 'RFKlSlB9G5', 'url': 'https://cdn4.thedogapi.com/optimized/RFKlSlB9G5.jpg', 'width': 1088, 'height': 976}",13.6,20.4,17.0,43.2,53.5,48.35,12.0,15.0,13.5
